MeterReadingID,Chave_Data,SiteID,DeviceID,Energia_kWh,Agua_m3,ReadingType
MW-000440,20240920,S-003,D-0005,827.83,18.31,aggregate
MW-000441,20240118,S-002,D-0034,934.29,7.38,aggregate
MW-000442,20230407,S-005,D-0035,507.23,70.15,aggregate
MW-000443,20231102,S-001,D-0005,471.17,11.9,aggregate
MW-000444,20230121,S-005,D-0002,685.93,32.47,instant
MW-000445,20231025,S-004,D-0029,105.95,62.5,aggregate
MW-000446,20230809,S-002,D-0013,565.13,21.32,instant
MW-000447,20230107,S-001,D-0029,510.03,11.61,aggregate
MW-000448,20231009,S-003,D-0028,663.13,8.75,aggregate
MW-000449,20230307,S-003,D-0031,274.91,13.71,aggregate
MW-000450,20230202,S-003,D-0026,856.86,2.82,aggregate
MW-000451,20240812,S-004,D-0016,892.42,8.24,aggregate
MW-000452,20240514,S-005,D-0025,260.64,47.13,aggregate
MW-000453,20230508,S-004,D-0047,343.37,5.08,aggregate
MW-000454,20230613,S-002,D-0010,257.56,19.15,aggregate
MW-000455,20231225,S-002,D-0041,181.03,4.65,aggregate
MW-000456,20240320,S-001,D-0007,468.85,42.53,instant
MW-000457,20240130,S-001,D-0017,578.68,11.16,instant
MW-000458,20240714,S-003,D-0035,874.99,27.97,aggregate
MW-000459,20240602,S-003,D-0008,342.85,9.28,aggregate
MW-000460,20230209,S-001,D-0007,524.39,11.19,aggregate
MW-000461,20240319,S-002,D-0015,549.85,13.11,aggregate
MW-000462,20240117,S-003,D-0013,278.5,10.44,aggregate
MW-000463,20241124,S-004,D-0001,1365.62,45.26,instant
MW-000464,20241206,S-004,D-0004,392.55,46.67,aggregate
MW-000465,20230425,S-005,D-0023,697.09,41.95,aggregate
MW-000466,20240120,S-003,D-0032,951.19,11.16,instant
MW-000467,20240708,S-003,D-0003,436.19,27.71,aggregate
MW-000468,20240117,S-005,D-0003,450.25,6.77,aggregate
MW-000469,20241026,S-005,D-0020,551.95,5.91,aggregate
MW-000470,20230110,S-005,D-0001,306.45,29.92,aggregate
MW-000471,20230923,S-003,D-0047,396.63,20.73,aggregate
MW-000472,20241223,S-001,D-0045,961.76,9.98,aggregate
MW-000473,20240218,S-005,D-0030,1014.91,11.88,instant
MW-000474,20241023,S-001,D-0015,447.74,8.35,aggregate
MW-000475,20230807,S-002,D-0034,1192.77,13.12,instant
MW-000476,20240913,S-004,D-0034,427.28,2.96,instant
MW-000477,20240519,S-005,D-0041,389.97,4.37,aggregate
MW-000478,20241206,S-003,D-0033,707.52,13.81,instant
MW-000479,20241017,S-005,D-0009,523.47,16.63,aggregate
MW-000480,20231123,S-004,D-0021,220.72,29.71,aggregate
MW-000481,20241128,S-004,D-0014,341.15,25.98,aggregate
MW-000482,20241024,S-005,D-0037,397.71,28.48,aggregate
MW-000483,20230121,S-004,D-0039,637.49,23.88,aggregate
MW-000484,20230613,S-005,D-0033,439.8,38.16,aggregate
MW-000485,20240620,S-002,D-0003,346.63,6.29,aggregate
MW-000486,20240817,S-003,D-0003,328.21,36.93,aggregate
MW-000487,20241017,S-001,D-0004,662.41,7.92,aggregate
MW-000488,20231011,S-004,D-0001,379.73,15.01,instant
MW-000489,20231021,S-001,D-0015,324.01,10.13,aggregate
MW-000490,20230814,S-003,D-0035,204.78,28.98,instant
MW-000491,20230306,S-003,D-0011,160.33,25.24,aggregate
MW-000492,20240715,S-003,D-0014,670.09,38.33,aggregate
MW-000493,20230116,S-005,D-0010,482.09,2.3,aggregate
MW-000494,20240915,S-005,D-0044,363.6,21.12,aggregate
MW-000495,20240811,S-005,D-0002,365.87,4.97,aggregate
MW-000496,20230102,S-005,D-0018,1067.62,14.24,aggregate
MW-000497,20230518,S-005,D-0045,446.99,11.74,instant
MW-000498,20241112,S-005,D-0026,366.64,20.56,aggregate
MW-000499,20240709,S-005,D-0014,188.95,13.82,instant
MW-000500,20240614,S-002,D-0047,360.03,19.16,aggregate
MW-000501,20230409,S-001,D-0024,600.98,19.97,instant
MW-000502,20240223,S-004,D-0002,279.6,13.04,aggregate
MW-000503,20240823,S-003,D-0012,350.14,48.55,aggregate
MW-000504,20230417,S-001,D-0004,621.07,30.28,aggregate
MW-000505,20231117,S-005,D-0019,260.94,17.7,aggregate
MW-000506,20230823,S-005,D-0022,385.93,6.55,aggregate
MW-000507,20240508,S-004,D-0024,327.98,3.28,aggregate
MW-000508,20240910,S-004,D-0004,338.61,16.0,aggregate
MW-000509,20230412,S-005,D-0035,638.11,7.61,aggregate
MW-000510,20230312,S-004,D-0046,769.43,4.87,aggregate
MW-000511,20241110,S-001,D-0041,308.74,22.01,aggregate
MW-000512,20241227,S-003,D-0040,461.46,13.57,aggregate
MW-000513,20230425,S-004,D-0037,858.63,21.92,aggregate
MW-000514,20231006,S-005,D-0046,509.75,9.46,aggregate
MW-000515,20231019,S-002,D-0049,681.05,15.07,instant
MW-000516,20230805,S-005,D-0021,271.32,16.69,aggregate
MW-000517,20230310,S-003,D-0005,713.85,11.15,instant
MW-000518,20230319,S-001,D-0011,553.66,8.68,aggregate
MW-000519,20240118,S-005,D-0002,358.09,19.14,aggregate
MW-000520,20240726,S-002,D-0037,431.52,10.19,aggregate
MW-000521,20241103,S-005,D-0044,369.83,16.91,aggregate
MW-000522,20241213,S-004,D-0011,490.64,30.42,aggregate
MW-000523,20231101,S-002,D-0039,519.34,15.61,aggregate
MW-000524,20230226,S-002,D-0016,731.2,22.19,instant
MW-000525,20240907,S-004,D-0024,761.46,28.68,aggregate
MW-000526,20230518,S-004,D-0031,236.46,54.5,aggregate
MW-000527,20230220,S-005,D-0027,451.04,14.55,aggregate
MW-000528,20241105,S-004,D-0016,709.16,12.78,aggregate
MW-000529,20240420,S-003,D-0016,457.2,25.23,aggregate
MW-000530,20240909,S-002,D-0001,661.9,16.33,aggregate
MW-000531,20240507,S-001,D-0020,418.45,40.38,instant
MW-000532,20240814,S-004,D-0045,285.02,19.12,aggregate
MW-000533,20230827,S-002,D-0038,217.93,69.41,aggregate
MW-000534,20240702,S-002,D-0014,443.99,15.63,aggregate
MW-000535,20230205,S-003,D-0002,523.51,14.37,aggregate
MW-000536,20240618,S-005,D-0034,547.25,11.64,aggregate
MW-000537,20241127,S-001,D-0010,455.51,23.24,aggregate
MW-000538,20240428,S-003,D-0021,828.28,5.96,aggregate
MW-000539,20240413,S-002,D-0010,865.88,6.87,aggregate
MW-000540,20230812,S-004,D-0040,758.31,7.81,aggregate
MW-000541,20230412,S-005,D-0036,572.1,31.02,instant
MW-000542,20230911,S-004,D-0017,445.95,14.08,aggregate
MW-000543,20231013,S-001,D-0006,372.56,26.69,aggregate
MW-000544,20240222,S-005,D-0031,507.6,20.51,aggregate
MW-000545,20230402,S-001,D-0046,889.71,11.17,aggregate
MW-000546,20241218,S-004,D-0041,426.46,58.44,aggregate
MW-000547,20230419,S-002,D-0016,292.04,11.96,aggregate
MW-000548,20240222,S-001,D-0024,247.32,6.67,instant
MW-000549,20240827,S-003,D-0020,751.55,43.01,aggregate
MW-000550,20230322,S-004,D-0001,392.73,18.28,aggregate
MW-000551,20241106,S-002,D-0009,494.93,60.87,aggregate
MW-000552,20230205,S-005,D-0019,541.89,2.93,aggregate
MW-000553,20240713,S-001,D-0001,568.76,14.5,aggregate
MW-000554,20241215,S-001,D-0050,462.64,1.27,instant
MW-000555,20240503,S-004,D-0046,452.06,18.46,instant
MW-000556,20240321,S-004,D-0039,816.68,25.43,instant
MW-000557,20240923,S-002,D-0027,355.13,14.3,aggregate
MW-000558,20230405,S-004,D-0012,780.61,4.78,instant
MW-000559,20240326,S-002,D-0042,1178.48,39.86,aggregate
MW-000560,20231102,S-001,D-0048,289.79,25.98,aggregate
MW-000561,20240903,S-002,D-0006,477.52,19.94,instant
MW-000562,20230902,S-002,D-0044,394.1,22.87,aggregate
MW-000563,20240702,S-004,D-0019,600.2,31.36,aggregate
MW-000564,20241101,S-001,D-0009,585.2,19.77,aggregate
MW-000565,20240718,S-001,D-0038,300.32,16.85,aggregate
MW-000566,20230901,S-005,D-0025,467.71,19.84,aggregate
MW-000567,20240219,S-003,D-0039,422.03,31.01,aggregate
MW-000568,20240928,S-004,D-0033,781.68,20.14,aggregate
MW-000569,20231231,S-005,D-0028,408.03,23.54,aggregate
MW-000570,20240421,S-002,D-0010,263.24,23.73,aggregate
MW-000571,20231229,S-003,D-0014,751.64,8.74,aggregate
MW-000572,20230201,S-005,D-0040,794.39,38.16,instant
MW-000573,20230807,S-003,D-0023,539.09,68.37,aggregate
MW-000574,20230308,S-002,D-0030,254.61,12.96,aggregate
MW-000575,20230104,S-003,D-0031,535.84,27.67,instant
MW-000576,20231122,S-004,D-0040,292.21,20.06,aggregate
MW-000577,20240416,S-002,D-0002,423.91,4.47,aggregate
MW-000578,20230416,S-003,D-0019,636.49,23.0,aggregate
MW-000579,20240529,S-004,D-0030,188.0,20.37,aggregate
MW-000580,20240806,S-004,D-0032,352.07,19.66,aggregate
MW-000581,20230417,S-005,D-0015,359.31,23.16,aggregate
MW-000582,20231214,S-002,D-0021,359.97,31.72,aggregate
MW-000583,20240430,S-004,D-0017,1076.79,15.33,instant
MW-000584,20240701,S-001,D-0040,424.57,50.51,aggregate
MW-000585,20240207,S-001,D-0017,954.81,27.16,aggregate
MW-000586,20231101,S-004,D-0006,263.86,9.92,aggregate
MW-000587,20240406,S-004,D-0003,469.82,11.01,aggregate
MW-000588,20240301,S-004,D-0019,386.6,18.38,aggregate
MW-000589,20230505,S-002,D-0048,349.71,26.06,aggregate
MW-000590,20230724,S-001,D-0046,451.92,28.71,aggregate
MW-000591,20230712,S-003,D-0006,456.31,21.18,aggregate
MW-000592,20240425,S-004,D-0015,442.69,35.29,aggregate
MW-000593,20240702,S-003,D-0044,581.75,16.65,aggregate
MW-000594,20231205,S-002,D-0036,359.21,12.1,aggregate
MW-000595,20230321,S-001,D-0041,504.62,32.85,aggregate
MW-000596,20241010,S-005,D-0026,684.64,5.93,aggregate
MW-000597,20240530,S-001,D-0013,433.21,1.45,instant
MW-000598,20230531,S-004,D-0046,182.56,3.48,aggregate
MW-000599,20241010,S-005,D-0028,326.06,11.73,aggregate
MW-000600,20240226,S-001,D-0031,422.2,18.44,aggregate
MW-000601,20231020,S-004,D-0018,498.81,5.66,aggregate
MW-000602,20240519,S-004,D-0042,350.37,4.32,aggregate
MW-000603,20231225,S-005,D-0047,439.55,21.31,instant
MW-000604,20230305,S-001,D-0043,370.96,12.45,aggregate
MW-000605,20230226,S-005,D-0004,199.43,18.32,aggregate
MW-000606,20230424,S-005,D-0010,545.54,36.42,aggregate
MW-000607,20240509,S-005,D-0047,393.44,41.4,instant
MW-000608,20230117,S-002,D-0016,879.64,18.62,aggregate
MW-000609,20230317,S-003,D-0021,681.5,17.08,aggregate
MW-000610,20230824,S-003,D-0021,381.01,34.15,aggregate
MW-000611,20240726,S-004,D-0050,401.38,19.36,aggregate
MW-000612,20240607,S-002,D-0028,456.62,9.83,aggregate
MW-000613,20240226,S-001,D-0044,790.36,28.53,aggregate
MW-000614,20230109,S-005,D-0033,547.71,26.28,aggregate
MW-000615,20240320,S-003,D-0035,389.73,8.35,aggregate
MW-000616,20230313,S-002,D-0022,370.73,7.33,aggregate
MW-000617,20230812,S-001,D-0001,585.05,4.44,aggregate
MW-000618,20230702,S-001,D-0032,217.82,29.63,aggregate
MW-000619,20240404,S-003,D-0022,380.49,18.91,aggregate
MW-000620,20240710,S-001,D-0050,723.92,15.66,aggregate
MW-000621,20230119,S-001,D-0006,172.37,15.12,instant
MW-000622,20230924,S-001,D-0022,706.39,23.88,aggregate
MW-000623,20240505,S-002,D-0031,400.44,14.61,aggregate
MW-000624,20240819,S-001,D-0048,136.92,8.45,aggregate
MW-000625,20230909,S-005,D-0035,417.06,41.19,aggregate
MW-000626,20240131,S-002,D-0029,524.06,31.88,aggregate
MW-000627,20230321,S-001,D-0031,394.04,13.87,instant
MW-000628,20240813,S-004,D-0011,373.09,29.54,aggregate
MW-000629,20230518,S-002,D-0038,224.63,6.48,aggregate
MW-000630,20241015,S-001,D-0036,565.35,12.25,aggregate
MW-000631,20231006,S-003,D-0046,402.14,31.22,aggregate
MW-000632,20230906,S-004,D-0045,460.92,30.83,aggregate
MW-000633,20230711,S-001,D-0031,456.61,17.41,aggregate
MW-000634,20231104,S-004,D-0035,387.56,18.96,aggregate
MW-000635,20240501,S-005,D-0045,267.83,5.23,instant
MW-000636,20231011,S-002,D-0032,521.09,30.91,aggregate
MW-000637,20230327,S-003,D-0045,747.39,22.22,aggregate
MW-000638,20240824,S-005,D-0031,682.22,6.77,aggregate
MW-000639,20231027,S-004,D-0039,524.74,32.96,aggregate
MW-000640,20240719,S-005,D-0003,327.32,9.51,aggregate
MW-000641,20230114,S-002,D-0027,1012.62,38.55,aggregate
MW-000642,20241202,S-005,D-0028,521.09,43.53,aggregate
MW-000643,20230414,S-005,D-0013,817.38,54.88,aggregate
MW-000644,20240318,S-003,D-0025,464.5,7.5,aggregate
MW-000645,20231220,S-001,D-0040,626.66,6.85,aggregate
MW-000646,20240521,S-003,D-0001,543.78,22.51,aggregate
MW-000647,20240119,S-001,D-0007,400.76,21.52,aggregate
MW-000648,20230606,S-002,D-0046,435.04,9.15,aggregate
MW-000649,20231127,S-001,D-0027,584.53,36.84,aggregate
MW-000650,20241201,S-005,D-0005,507.76,20.47,aggregate
MW-000651,20230710,S-001,D-0003,180.57,37.93,aggregate
MW-000652,20230219,S-005,D-0008,639.46,46.64,instant
MW-000653,20240205,S-001,D-0035,572.71,6.69,aggregate
MW-000654,20230528,S-002,D-0025,324.72,31.89,aggregate
MW-000655,20231218,S-004,D-0003,807.83,10.48,aggregate
MW-000656,20240301,S-003,D-0017,400.83,10.61,aggregate
MW-000657,20240223,S-003,D-0006,744.88,20.09,instant
MW-000658,20230820,S-005,D-0035,420.46,6.01,instant
MW-000659,20241017,S-001,D-0022,309.13,2.73,instant
MW-000660,20241229,S-005,D-0025,594.71,24.63,aggregate
MW-000661,20230512,S-003,D-0018,465.27,28.65,aggregate
MW-000662,20230626,S-003,D-0014,349.91,7.89,aggregate
MW-000663,20230524,S-003,D-0022,508.74,8.77,aggregate
MW-000664,20241018,S-004,D-0043,646.35,8.76,aggregate
MW-000665,20230621,S-005,D-0030,297.23,21.49,aggregate
MW-000666,20230519,S-001,D-0033,720.73,23.38,aggregate
MW-000667,20231119,S-002,D-0001,554.67,7.02,aggregate
MW-000668,20231003,S-004,D-0037,233.46,6.66,instant
MW-000669,20241130,S-001,D-0011,388.99,16.21,aggregate
MW-000670,20240611,S-004,D-0022,203.41,10.67,aggregate
MW-000671,20231111,S-003,D-0045,638.82,36.35,aggregate
MW-000672,20230619,S-005,D-0044,474.84,12.68,aggregate
MW-000673,20240121,S-003,D-0015,670.13,30.13,aggregate
MW-000674,20241023,S-001,D-0040,360.5,12.83,instant
MW-000675,20231218,S-002,D-0047,286.8,12.3,aggregate
MW-000676,20241207,S-001,D-0018,254.07,24.58,instant
MW-000677,20241230,S-004,D-0046,220.09,10.42,aggregate
MW-000678,20230910,S-001,D-0042,327.5,11.68,instant
MW-000679,20240816,S-002,D-0007,215.81,9.21,aggregate
MW-000680,20230513,S-004,D-0050,563.07,12.25,aggregate
MW-000681,20231023,S-004,D-0007,460.36,28.35,aggregate
MW-000682,20240529,S-002,D-0005,285.8,32.95,aggregate
MW-000683,20240309,S-002,D-0005,128.23,28.23,aggregate
MW-000684,20240804,S-002,D-0027,431.3,34.26,aggregate
MW-000685,20240626,S-002,D-0023,966.42,20.32,instant
MW-000686,20241215,S-001,D-0015,889.3,5.48,instant
MW-000687,20240802,S-002,D-0012,998.29,6.86,aggregate
MW-000688,20241216,S-002,D-0042,244.92,1.54,aggregate
MW-000689,20240407,S-005,D-0033,685.94,17.63,aggregate
MW-000690,20240415,S-005,D-0044,136.05,13.68,aggregate
MW-000691,20230824,S-002,D-0020,509.49,45.04,aggregate
MW-000692,20241128,S-004,D-0048,466.02,53.92,aggregate
MW-000693,20240329,S-004,D-0027,450.36,26.36,aggregate
MW-000694,20241204,S-001,D-0010,400.58,4.45,instant
MW-000695,20240614,S-005,D-0015,604.59,20.96,instant
MW-000696,20230309,S-002,D-0026,515.8,10.65,aggregate
MW-000697,20240327,S-004,D-0032,583.08,19.7,aggregate
MW-000698,20230530,S-005,D-0040,454.38,3.04,aggregate
MW-000699,20231103,S-003,D-0002,764.44,14.75,aggregate
MW-000700,20240120,S-004,D-0033,303.03,39.54,aggregate
MW-000701,20240201,S-004,D-0019,647.92,30.08,aggregate
MW-000702,20230130,S-004,D-0044,204.03,50.91,aggregate
MW-000703,20241217,S-001,D-0014,327.9,36.12,aggregate
MW-000704,20231013,S-004,D-0048,977.57,15.27,instant
MW-000705,20240227,S-002,D-0028,258.11,18.44,aggregate
MW-000706,20240729,S-005,D-0041,489.74,18.79,aggregate
MW-000707,20241214,S-001,D-0011,297.32,37.19,instant
MW-000708,20230906,S-001,D-0012,563.63,34.58,aggregate
MW-000709,20231029,S-001,D-0029,759.78,9.08,aggregate
MW-000710,20241230,S-001,D-0015,232.51,28.21,aggregate
MW-000711,20231212,S-001,D-0004,591.79,36.42,aggregate
MW-000712,20240202,S-005,D-0002,652.32,23.7,aggregate
MW-000713,20240507,S-001,D-0037,357.03,20.24,instant
MW-000714,20230502,S-003,D-0010,208.07,17.01,instant
MW-000715,20241125,S-002,D-0021,1011.85,16.78,aggregate
MW-000716,20230123,S-001,D-0031,306.72,19.81,aggregate
MW-000717,20240910,S-001,D-0037,491.64,21.9,instant
MW-000718,20241102,S-005,D-0049,210.34,14.16,aggregate
MW-000719,20240519,S-003,D-0010,678.87,30.93,aggregate
MW-000720,20240821,S-005,D-0026,518.94,4.02,instant
MW-000721,20240125,S-005,D-0016,1096.83,16.66,aggregate
MW-000722,20230521,S-003,D-0029,363.18,3.97,aggregate
MW-000723,20230709,S-005,D-0019,862.54,7.42,instant
MW-000724,20241118,S-002,D-0046,114.53,13.7,aggregate
MW-000725,20240221,S-004,D-0027,521.9,10.16,aggregate
MW-000726,20230706,S-003,D-0011,466.09,5.43,aggregate
MW-000727,20241114,S-005,D-0045,430.12,26.08,aggregate
MW-000728,20240302,S-005,D-0009,411.67,9.54,aggregate
MW-000729,20231225,S-001,D-0046,931.97,12.33,aggregate
MW-000730,20230102,S-001,D-0031,424.42,30.61,instant
MW-000731,20240414,S-004,D-0048,741.98,19.17,aggregate
MW-000732,20241001,S-004,D-0005,280.04,16.76,aggregate
MW-000733,20240827,S-001,D-0035,791.64,9.87,instant
MW-000734,20241109,S-003,D-0044,326.85,5.71,aggregate
MW-000735,20230805,S-004,D-0038,299.75,8.21,aggregate
MW-000736,20240826,S-004,D-0012,523.2,56.91,instant
MW-000737,20231118,S-004,D-0020,709.88,23.28,aggregate
MW-000738,20231006,S-004,D-0043,441.2,16.25,aggregate
MW-000739,20241116,S-002,D-0001,408.22,4.01,aggregate
MW-000740,20241106,S-001,D-0036,271.8,6.24,aggregate
MW-000741,20231008,S-002,D-0025,376.88,17.71,aggregate
MW-000742,20230130,S-005,D-0026,871.79,8.93,aggregate
MW-000743,20240411,S-005,D-0042,366.75,3.41,instant
MW-000744,20240709,S-002,D-0023,760.54,21.62,aggregate
MW-000745,20230925,S-001,D-0033,502.83,4.49,aggregate
MW-000746,20240804,S-004,D-0016,484.8,23.93,instant
MW-000747,20230521,S-003,D-0040,397.51,29.84,aggregate
MW-000748,20240125,S-002,D-0017,669.49,32.88,aggregate
MW-000749,20231220,S-002,D-0031,404.43,0.54,aggregate
MW-000750,20230324,S-002,D-0003,704.57,22.78,aggregate
MW-000751,20230619,S-001,D-0035,744.63,13.11,aggregate
MW-000752,20230721,S-001,D-0038,184.52,49.54,instant
MW-000753,20230515,S-005,D-0046,450.48,4.37,aggregate
MW-000754,20240503,S-001,D-0007,470.13,18.68,aggregate
MW-000755,20240510,S-001,D-0009,749.47,20.39,aggregate
MW-000756,20230611,S-003,D-0031,792.78,39.41,aggregate
MW-000757,20241112,S-003,D-0038,877.45,30.56,aggregate
MW-000758,20240217,S-002,D-0020,813.86,11.93,aggregate
MW-000759,20231111,S-005,D-0028,566.51,8.41,aggregate
MW-000760,20240404,S-002,D-0021,221.39,65.71,aggregate
MW-000761,20230620,S-004,D-0039,388.43,32.16,aggregate
MW-000762,20240916,S-005,D-0048,550.09,9.91,aggregate
MW-000763,20231220,S-004,D-0031,654.52,4.6,aggregate
MW-000764,20231101,S-002,D-0011,689.84,8.92,aggregate
MW-000765,20240501,S-004,D-0043,585.63,17.63,aggregate
MW-000766,20240214,S-003,D-0008,596.7,41.68,aggregate
MW-000767,20241102,S-004,D-0036,648.65,10.86,aggregate
MW-000768,20240429,S-005,D-0004,646.62,6.51,instant
MW-000769,20240920,S-003,D-0012,1060.03,12.13,aggregate
MW-000770,20240912,S-001,D-0011,329.56,8.61,aggregate
MW-000771,20230708,S-002,D-0026,538.34,24.93,aggregate
MW-000772,20240731,S-001,D-0021,372.03,9.13,aggregate
MW-000773,20240430,S-005,D-0021,843.88,18.45,aggregate
MW-000774,20240825,S-005,D-0044,641.88,33.14,aggregate
MW-000775,20240130,S-005,D-0001,586.62,5.47,aggregate
MW-000776,20230913,S-003,D-0031,536.87,2.14,aggregate
MW-000777,20240815,S-004,D-0001,531.62,9.12,instant
MW-000778,20231114,S-003,D-0036,224.22,27.86,aggregate
MW-000779,20240430,S-001,D-0015,766.53,7.82,aggregate
MW-000780,20231225,S-001,D-0023,1027.62,7.45,instant
MW-000781,20240823,S-001,D-0026,475.62,38.27,aggregate
MW-000782,20240325,S-004,D-0009,443.96,8.54,aggregate
MW-000783,20240812,S-005,D-0033,586.44,5.58,aggregate
MW-000784,20230901,S-001,D-0005,283.13,18.14,aggregate
MW-000785,20240705,S-001,D-0041,496.5,19.55,instant
MW-000786,20230801,S-001,D-0025,643.55,18.81,aggregate
MW-000787,20230607,S-003,D-0027,690.4,10.17,aggregate
MW-000788,20241014,S-004,D-0015,651.67,29.9,aggregate
MW-000789,20240808,S-004,D-0002,589.72,5.81,aggregate
MW-000790,20240213,S-004,D-0036,608.99,1.49,aggregate
MW-000791,20240520,S-003,D-0004,113.17,5.99,aggregate
MW-000792,20230701,S-004,D-0004,1013.47,20.81,aggregate
MW-000793,20230324,S-001,D-0011,802.25,12.27,aggregate
MW-000794,20230416,S-005,D-0001,821.69,13.24,aggregate
MW-000795,20240606,S-004,D-0045,784.8,1.14,aggregate
MW-000796,20240606,S-002,D-0027,114.23,9.61,aggregate
MW-000797,20230913,S-001,D-0034,477.48,58.57,aggregate
MW-000798,20231204,S-002,D-0012,416.46,14.48,instant
MW-000799,20230817,S-002,D-0039,408.32,3.14,aggregate
MW-000800,20230810,S-002,D-0046,328.45,21.5,instant
MW-000801,20230104,S-003,D-0027,369.11,5.88,aggregate
MW-000802,20230708,S-002,D-0022,574.49,22.31,instant
MW-000803,20240222,S-004,D-0036,371.89,16.25,aggregate
MW-000804,20241010,S-003,D-0028,627.3,24.12,aggregate
MW-000805,20241116,S-005,D-0004,395.85,13.93,aggregate
MW-000806,20240620,S-001,D-0010,152.73,7.86,aggregate
MW-000807,20230930,S-005,D-0047,234.01,3.68,aggregate
MW-000808,20241022,S-005,D-0026,859.54,5.66,aggregate
MW-000809,20240410,S-004,D-0011,500.31,8.48,aggregate
MW-000810,20231203,S-004,D-0032,263.2,16.36,aggregate
MW-000811,20231217,S-001,D-0039,419.78,24.16,aggregate
MW-000812,20240714,S-005,D-0037,339.09,22.26,aggregate
MW-000813,20240313,S-003,D-0044,749.69,9.01,aggregate
MW-000814,20240221,S-005,D-0012,567.07,5.76,aggregate
MW-000815,20230706,S-004,D-0016,168.1,41.11,aggregate
MW-000816,20230302,S-001,D-0010,163.27,4.38,aggregate
MW-000817,20230315,S-002,D-0037,519.21,11.94,aggregate
MW-000818,20240306,S-004,D-0044,560.41,17.93,aggregate
MW-000819,20231028,S-005,D-0022,619.35,4.48,aggregate
MW-000820,20240311,S-001,D-0006,703.07,14.97,aggregate
MW-000821,20240615,S-004,D-0020,792.18,11.68,instant
MW-000822,20230120,S-005,D-0036,375.54,4.74,aggregate
MW-000823,20240218,S-001,D-0012,508.76,71.29,aggregate
MW-000824,20241207,S-004,D-0033,397.71,20.62,aggregate
MW-000825,20240919,S-004,D-0042,244.61,17.31,aggregate
MW-000826,20230326,S-001,D-0014,352.57,8.33,aggregate
MW-000827,20240807,S-002,D-0037,881.16,14.82,aggregate
MW-000828,20231020,S-001,D-0044,130.68,15.96,aggregate
MW-000829,20240127,S-002,D-0006,278.68,19.44,aggregate
