ID_Emissao,Chave_Data,SiteID,SourceID,Scope,CO2_kg,ActivityMetric,UnitOfMeasure,CategoriaEmissao
EM-000316,20240510,S-005,SRC-03,2,0.74,72.7,kWh,Energia Elétrica
EM-000317,20240203,S-001,SRC-04,2,64.76,394.61,kWh,Energia Elétrica
EM-000318,20230331,S-001,SRC-01,1,82.16,213.03,kWh,Combustão Direta
EM-000319,20230105,S-005,SRC-02,1,113.48,479.69,kWh,Combustão Direta
EM-000320,20230730,S-004,SRC-02,2,125.23,435.21,kWh,Energia Elétrica
EM-000321,20230219,S-001,SRC-02,2,292.24,251.55,kWh,Energia Elétrica
EM-000322,20241028,S-002,SRC-01,1,186.15,301.55,kWh,Combustão Direta
EM-000323,20241029,S-002,SRC-03,2,120.37,239.14,kWh,Energia Elétrica
EM-000324,20231026,S-004,SRC-01,3,64.73,226.25,kWh,Cadeia de Valor / Transporte
EM-000325,20230523,S-001,SRC-04,1,95.73,182.25,kWh,Combustão Direta
EM-000326,20241110,S-003,SRC-04,2,44.48,229.15,kWh,Energia Elétrica
EM-000327,20240925,S-001,SRC-02,1,68.75,380.68,kWh,Combustão Direta
EM-000328,20241009,S-001,SRC-02,3,15.76,458.36,kWh,Cadeia de Valor / Transporte
EM-000329,20240109,S-002,SRC-04,1,165.6,406.13,kWh,Combustão Direta
EM-000330,20230407,S-003,SRC-02,2,185.81,176.63,kWh,Energia Elétrica
EM-000331,20230917,S-003,SRC-01,2,151.06,403.18,kWh,Energia Elétrica
EM-000332,20230124,S-004,SRC-02,1,106.03,193.58,kWh,Combustão Direta
EM-000333,20230929,S-005,SRC-04,3,36.23,46.31,kWh,Cadeia de Valor / Transporte
EM-000334,20230211,S-003,SRC-01,1,139.53,23.79,kWh,Combustão Direta
EM-000335,20240518,S-003,SRC-04,1,102.28,65.89,kWh,Combustão Direta
EM-000336,20240516,S-002,SRC-01,1,89.81,326.7,kWh,Combustão Direta
EM-000337,20230709,S-005,SRC-01,2,85.41,444.02,kWh,Energia Elétrica
EM-000338,20230428,S-005,SRC-02,3,10.85,178.32,kWh,Cadeia de Valor / Transporte
EM-000339,20240310,S-003,SRC-01,1,94.21,443.62,kWh,Combustão Direta
EM-000340,20230609,S-002,SRC-02,1,93.43,279.15,kWh,Combustão Direta
EM-000341,20240807,S-003,SRC-03,3,126.54,128.33,kWh,Cadeia de Valor / Transporte
EM-000342,20240128,S-003,SRC-02,1,76.7,337.31,kWh,Combustão Direta
EM-000343,20240803,S-002,SRC-02,3,110.76,111.91,kWh,Cadeia de Valor / Transporte
EM-000344,20230318,S-003,SRC-02,2,48.75,107.45,kWh,Energia Elétrica
EM-000345,20230118,S-005,SRC-04,3,19.61,101.28,kWh,Cadeia de Valor / Transporte
EM-000346,20230814,S-001,SRC-02,1,9.23,119.89,kWh,Combustão Direta
EM-000347,20230925,S-005,SRC-04,1,11.24,405.55,kWh,Combustão Direta
EM-000348,20240525,S-004,SRC-02,2,104.28,336.38,kWh,Energia Elétrica
EM-000349,20240630,S-001,SRC-04,3,323.89,174.48,kWh,Cadeia de Valor / Transporte
EM-000350,20241214,S-002,SRC-01,1,125.14,220.55,kWh,Combustão Direta
EM-000351,20241113,S-005,SRC-04,3,51.36,271.51,kWh,Cadeia de Valor / Transporte
EM-000352,20240917,S-002,SRC-03,1,24.06,154.82,kWh,Combustão Direta
EM-000353,20230910,S-003,SRC-02,1,160.1,374.91,kWh,Combustão Direta
EM-000354,20240707,S-004,SRC-04,1,31.79,401.73,kWh,Combustão Direta
EM-000355,20231101,S-002,SRC-03,2,48.49,30.48,kWh,Energia Elétrica
EM-000356,20230825,S-005,SRC-03,1,35.69,179.6,kWh,Combustão Direta
EM-000357,20240206,S-005,SRC-02,2,39.39,45.37,kWh,Energia Elétrica
EM-000358,20230101,S-004,SRC-02,1,108.41,16.21,kWh,Combustão Direta
EM-000359,20230418,S-002,SRC-02,1,168.6,38.27,kWh,Combustão Direta
EM-000360,20230403,S-002,SRC-02,3,147.9,480.52,kWh,Cadeia de Valor / Transporte
EM-000361,20240130,S-005,SRC-02,2,53.12,279.23,kWh,Energia Elétrica
EM-000362,20240129,S-005,SRC-02,1,95.18,490.85,kWh,Combustão Direta
EM-000363,20230519,S-003,SRC-03,1,279.73,393.89,kWh,Combustão Direta
EM-000364,20240717,S-001,SRC-04,1,105.83,286.44,kWh,Combustão Direta
EM-000365,20240309,S-003,SRC-04,2,104.2,124.56,kWh,Energia Elétrica
EM-000366,20241206,S-001,SRC-02,2,229.91,175.99,kWh,Energia Elétrica
EM-000367,20230918,S-004,SRC-02,2,47.64,496.85,kWh,Energia Elétrica
EM-000368,20240520,S-001,SRC-01,2,80.54,284.77,kWh,Energia Elétrica
EM-000369,20230202,S-002,SRC-03,2,46.33,354.38,kWh,Energia Elétrica
EM-000370,20230616,S-003,SRC-03,2,49.44,268.23,kWh,Energia Elétrica
EM-000371,20241212,S-003,SRC-01,1,195.82,429.88,kWh,Combustão Direta
EM-000372,20230410,S-002,SRC-01,1,67.3,242.34,kWh,Combustão Direta
EM-000373,20240813,S-003,SRC-02,2,62.31,329.19,kWh,Energia Elétrica
EM-000374,20230529,S-005,SRC-04,1,96.17,356.91,kWh,Combustão Direta
EM-000375,20240709,S-005,SRC-01,1,97.9,479.11,kWh,Combustão Direta
EM-000376,20240915,S-005,SRC-02,2,114.48,141.1,kWh,Energia Elétrica
EM-000377,20240425,S-002,SRC-02,1,79.47,41.62,kWh,Combustão Direta
EM-000378,20230521,S-004,SRC-01,1,190.85,495.93,kWh,Combustão Direta
EM-000379,20240617,S-005,SRC-02,1,33.58,357.87,kWh,Combustão Direta
EM-000380,20240802,S-004,SRC-03,1,196.75,478.92,kWh,Combustão Direta
EM-000381,20230209,S-003,SRC-01,2,125.51,350.4,kWh,Energia Elétrica
EM-000382,20240713,S-004,SRC-04,1,117.01,109.65,kWh,Combustão Direta
EM-000383,20231010,S-004,SRC-01,1,36.76,418.0,kWh,Combustão Direta
EM-000384,20231122,S-001,SRC-01,2,37.04,424.89,kWh,Energia Elétrica
EM-000385,20230623,S-005,SRC-02,2,354.54,40.07,kWh,Energia Elétrica
EM-000386,20240725,S-003,SRC-04,3,72.26,491.65,kWh,Cadeia de Valor / Transporte
EM-000387,20230101,S-003,SRC-03,2,201.02,171.76,kWh,Energia Elétrica
EM-000388,20240129,S-002,SRC-02,1,89.78,50.08,kWh,Combustão Direta
EM-000389,20240925,S-002,SRC-01,2,53.99,305.97,kWh,Energia Elétrica
EM-000390,20240621,S-004,SRC-02,1,137.42,173.61,kWh,Combustão Direta
EM-000391,20230211,S-005,SRC-04,2,32.54,94.75,kWh,Energia Elétrica
EM-000392,20230929,S-004,SRC-04,1,95.02,352.19,kWh,Combustão Direta
EM-000393,20240107,S-005,SRC-04,2,28.21,183.75,kWh,Energia Elétrica
EM-000394,20240927,S-003,SRC-01,2,176.1,40.37,kWh,Energia Elétrica
EM-000395,20240703,S-001,SRC-02,2,204.92,254.49,kWh,Energia Elétrica
EM-000396,20230222,S-002,SRC-02,1,153.71,304.48,kWh,Combustão Direta
EM-000397,20230121,S-003,SRC-01,2,76.67,432.0,kWh,Energia Elétrica
EM-000398,20231212,S-001,SRC-04,2,46.76,52.72,kWh,Energia Elétrica
EM-000399,20230220,S-001,SRC-02,1,57.88,493.48,kWh,Combustão Direta
EM-000400,20241102,S-001,SRC-03,1,171.93,470.14,kWh,Combustão Direta
EM-000401,20240602,S-002,SRC-01,2,162.1,158.24,kWh,Energia Elétrica
EM-000402,20240708,S-002,SRC-04,1,206.43,300.96,kWh,Combustão Direta
EM-000403,20241218,S-003,SRC-03,2,165.76,418.04,kWh,Energia Elétrica
EM-000404,20240928,S-004,SRC-02,1,26.24,364.64,kWh,Combustão Direta
EM-000405,20240617,S-002,SRC-02,2,80.43,179.48,kWh,Energia Elétrica
EM-000406,20240212,S-001,SRC-04,2,36.99,282.14,kWh,Energia Elétrica
EM-000407,20230726,S-002,SRC-02,2,263.09,41.61,kWh,Energia Elétrica
EM-000408,20240903,S-004,SRC-04,2,42.03,467.14,kWh,Energia Elétrica
EM-000409,20230525,S-003,SRC-01,3,214.56,180.97,kWh,Cadeia de Valor / Transporte
EM-000410,20230611,S-001,SRC-01,1,68.94,439.21,kWh,Combustão Direta
EM-000411,20231106,S-003,SRC-03,1,53.57,470.56,kWh,Combustão Direta
EM-000412,20230730,S-002,SRC-04,2,78.26,464.85,kWh,Energia Elétrica
EM-000413,20240819,S-005,SRC-04,2,97.15,145.18,kWh,Energia Elétrica
EM-000414,20231023,S-004,SRC-03,2,212.7,298.12,kWh,Energia Elétrica
EM-000415,20231210,S-003,SRC-02,1,242.33,86.87,kWh,Combustão Direta
EM-000416,20230828,S-004,SRC-01,1,111.77,388.73,kWh,Combustão Direta
EM-000417,20230625,S-004,SRC-02,1,98.33,312.46,kWh,Combustão Direta
EM-000418,20231124,S-005,SRC-02,1,29.12,347.98,kWh,Combustão Direta
EM-000419,20240901,S-001,SRC-03,1,90.01,211.55,kWh,Combustão Direta
EM-000420,20240310,S-005,SRC-02,2,127.96,260.27,kWh,Energia Elétrica
EM-000421,20240429,S-002,SRC-03,1,50.58,481.18,kWh,Combustão Direta
EM-000422,20240805,S-003,SRC-04,1,45.18,495.64,kWh,Combustão Direta
EM-000423,20230318,S-001,SRC-03,1,57.6,367.33,kWh,Combustão Direta
EM-000424,20230406,S-002,SRC-03,1,160.19,367.57,kWh,Combustão Direta
EM-000425,20241021,S-005,SRC-04,1,45.55,249.72,kWh,Combustão Direta
EM-000426,20240915,S-001,SRC-04,3,147.83,481.4,kWh,Cadeia de Valor / Transporte
EM-000427,20230322,S-004,SRC-03,1,185.22,344.74,kWh,Combustão Direta
EM-000428,20240322,S-004,SRC-04,2,25.18,84.66,kWh,Energia Elétrica
EM-000429,20230629,S-002,SRC-01,2,84.48,383.26,kWh,Energia Elétrica
EM-000430,20240624,S-002,SRC-03,1,164.36,290.94,kWh,Combustão Direta
EM-000431,20240907,S-005,SRC-04,3,51.06,47.25,kWh,Cadeia de Valor / Transporte
EM-000432,20240605,S-005,SRC-04,2,188.8,119.95,kWh,Energia Elétrica
EM-000433,20230106,S-003,SRC-03,2,182.39,469.07,kWh,Energia Elétrica
EM-000434,20241018,S-004,SRC-02,2,199.96,461.42,kWh,Energia Elétrica
EM-000435,20230225,S-005,SRC-03,2,80.29,16.49,kWh,Energia Elétrica
EM-000436,20230517,S-005,SRC-02,3,230.05,84.31,kWh,Cadeia de Valor / Transporte
EM-000437,20241219,S-005,SRC-04,1,96.35,273.09,kWh,Combustão Direta
EM-000438,20230919,S-001,SRC-03,1,188.84,222.39,kWh,Combustão Direta
EM-000439,20230816,S-005,SRC-03,2,112.37,441.73,kWh,Energia Elétrica
EM-000440,20230131,S-005,SRC-02,1,230.45,404.86,kWh,Combustão Direta
EM-000441,20240626,S-003,SRC-02,1,155.79,139.65,kWh,Combustão Direta
EM-000442,20230313,S-005,SRC-03,2,102.01,43.0,kWh,Energia Elétrica
EM-000443,20240705,S-004,SRC-02,2,209.46,71.85,kWh,Energia Elétrica
EM-000444,20231013,S-001,SRC-04,1,158.69,451.9,kWh,Combustão Direta
EM-000445,20231008,S-005,SRC-03,2,71.72,332.95,kWh,Energia Elétrica
EM-000446,20230311,S-004,SRC-02,3,9.19,439.32,kWh,Cadeia de Valor / Transporte
EM-000447,20240514,S-005,SRC-03,2,210.51,191.57,kWh,Energia Elétrica
EM-000448,20230731,S-002,SRC-04,2,98.77,116.74,kWh,Energia Elétrica
EM-000449,20240330,S-001,SRC-02,2,29.57,91.47,kWh,Energia Elétrica
EM-000450,20230127,S-002,SRC-01,3,167.54,223.85,kWh,Cadeia de Valor / Transporte
EM-000451,20240103,S-001,SRC-02,2,48.78,71.34,kWh,Energia Elétrica
EM-000452,20230501,S-003,SRC-02,3,62.52,457.96,kWh,Cadeia de Valor / Transporte
EM-000453,20231205,S-005,SRC-01,2,18.02,76.23,kWh,Energia Elétrica
EM-000454,20240115,S-001,SRC-04,2,42.51,373.66,kWh,Energia Elétrica
EM-000455,20240203,S-004,SRC-02,2,48.12,175.34,kWh,Energia Elétrica
EM-000456,20240210,S-004,SRC-03,3,219.09,358.94,kWh,Cadeia de Valor / Transporte
EM-000457,20231127,S-005,SRC-03,1,102.07,124.26,kWh,Combustão Direta
EM-000458,20230127,S-004,SRC-04,3,65.23,168.79,kWh,Cadeia de Valor / Transporte
EM-000459,20230521,S-004,SRC-03,1,95.65,137.4,kWh,Combustão Direta
EM-000460,20230909,S-002,SRC-03,2,8.07,249.2,kWh,Energia Elétrica
EM-000461,20240911,S-001,SRC-04,1,57.0,360.59,kWh,Combustão Direta
EM-000462,20231125,S-004,SRC-03,3,95.91,260.01,kWh,Cadeia de Valor / Transporte
EM-000463,20241020,S-005,SRC-01,2,196.22,433.34,kWh,Energia Elétrica
EM-000464,20230201,S-002,SRC-04,1,112.78,473.45,kWh,Combustão Direta
EM-000465,20241202,S-003,SRC-02,1,51.61,301.2,kWh,Combustão Direta
EM-000466,20231122,S-002,SRC-02,2,139.07,277.36,kWh,Energia Elétrica
EM-000467,20240324,S-005,SRC-02,1,47.63,115.75,kWh,Combustão Direta
EM-000468,20231003,S-004,SRC-02,1,84.06,430.19,kWh,Combustão Direta
EM-000469,20230802,S-004,SRC-04,1,49.75,492.63,kWh,Combustão Direta
EM-000470,20240126,S-002,SRC-03,2,17.85,68.21,kWh,Energia Elétrica
EM-000471,20230224,S-003,SRC-03,3,142.67,326.87,kWh,Cadeia de Valor / Transporte
EM-000472,20241016,S-005,SRC-02,1,298.03,472.2,kWh,Combustão Direta
EM-000473,20240322,S-003,SRC-04,2,258.32,318.1,kWh,Energia Elétrica
EM-000474,20231125,S-001,SRC-02,1,135.61,425.39,kWh,Combustão Direta
EM-000475,20230429,S-001,SRC-02,2,218.88,87.47,kWh,Energia Elétrica
EM-000476,20230801,S-003,SRC-02,3,248.43,87.43,kWh,Cadeia de Valor / Transporte
EM-000477,20240513,S-003,SRC-03,3,49.73,45.61,kWh,Cadeia de Valor / Transporte
EM-000478,20230717,S-001,SRC-04,2,82.6,274.47,kWh,Energia Elétrica
EM-000479,20240429,S-005,SRC-02,2,132.15,311.21,kWh,Energia Elétrica
EM-000480,20241116,S-001,SRC-01,2,67.11,397.47,kWh,Energia Elétrica
EM-000481,20230728,S-002,SRC-02,1,200.68,393.34,kWh,Combustão Direta
EM-000482,20240809,S-001,SRC-04,1,89.76,334.79,kWh,Combustão Direta
EM-000483,20240518,S-003,SRC-01,3,47.41,440.56,kWh,Cadeia de Valor / Transporte
EM-000484,20240928,S-001,SRC-02,1,229.66,310.99,kWh,Combustão Direta
EM-000485,20241002,S-002,SRC-03,2,265.84,341.39,kWh,Energia Elétrica
EM-000486,20240514,S-001,SRC-02,3,25.81,242.82,kWh,Cadeia de Valor / Transporte
EM-000487,20240204,S-004,SRC-04,1,115.14,167.12,kWh,Combustão Direta
EM-000488,20230808,S-003,SRC-03,3,40.48,16.7,kWh,Cadeia de Valor / Transporte
EM-000489,20240118,S-004,SRC-03,2,75.76,230.99,kWh,Energia Elétrica
EM-000490,20240303,S-002,SRC-02,2,85.18,294.99,kWh,Energia Elétrica
EM-000491,20240814,S-001,SRC-04,2,127.75,203.66,kWh,Energia Elétrica
EM-000492,20241101,S-003,SRC-01,3,40.99,294.68,kWh,Cadeia de Valor / Transporte
EM-000493,20230124,S-003,SRC-02,2,29.01,475.18,kWh,Energia Elétrica
EM-000494,20230421,S-002,SRC-03,1,144.49,58.38,kWh,Combustão Direta
EM-000495,20230213,S-003,SRC-01,3,144.97,202.82,kWh,Cadeia de Valor / Transporte
EM-000496,20230121,S-005,SRC-02,1,80.24,55.81,kWh,Combustão Direta
EM-000497,20231105,S-003,SRC-03,3,31.99,427.47,kWh,Cadeia de Valor / Transporte
EM-000498,20240401,S-002,SRC-03,2,74.15,254.84,kWh,Energia Elétrica
EM-000499,20241004,S-002,SRC-02,1,61.25,401.31,kWh,Combustão Direta
EM-000500,20240822,S-001,SRC-04,3,108.94,113.02,kWh,Cadeia de Valor / Transporte
EM-000501,20240703,S-004,SRC-02,1,174.51,43.77,kWh,Combustão Direta
EM-000502,20240622,S-003,SRC-02,3,40.4,89.52,kWh,Cadeia de Valor / Transporte
EM-000503,20240914,S-005,SRC-03,2,184.98,479.89,kWh,Energia Elétrica
EM-000504,20241005,S-005,SRC-02,1,45.45,78.4,kWh,Combustão Direta
EM-000505,20230928,S-003,SRC-04,1,215.8,270.24,kWh,Combustão Direta
EM-000506,20230101,S-004,SRC-04,2,109.43,446.85,kWh,Energia Elétrica
EM-000507,20241125,S-003,SRC-02,2,35.05,67.27,kWh,Energia Elétrica
EM-000508,20240502,S-004,SRC-02,1,66.96,235.22,kWh,Combustão Direta
EM-000509,20230317,S-005,SRC-01,1,24.79,363.53,kWh,Combustão Direta
EM-000510,20240818,S-005,SRC-03,2,38.06,252.8,kWh,Energia Elétrica
EM-000511,20231006,S-004,SRC-01,2,55.5,30.75,kWh,Energia Elétrica
EM-000512,20240416,S-003,SRC-02,2,17.35,172.04,kWh,Energia Elétrica
EM-000513,20240528,S-003,SRC-03,1,37.12,456.07,kWh,Combustão Direta
EM-000514,20241211,S-001,SRC-02,1,135.44,66.7,kWh,Combustão Direta
EM-000515,20230828,S-005,SRC-04,3,14.91,296.12,kWh,Cadeia de Valor / Transporte
EM-000516,20240704,S-001,SRC-02,2,77.17,329.4,kWh,Energia Elétrica
EM-000517,20241006,S-005,SRC-04,1,11.16,251.24,kWh,Combustão Direta
EM-000518,20241028,S-004,SRC-02,2,60.78,219.03,kWh,Energia Elétrica
EM-000519,20241001,S-004,SRC-02,3,132.13,69.64,kWh,Cadeia de Valor / Transporte
EM-000520,20240406,S-003,SRC-04,1,77.3,133.83,kWh,Combustão Direta
EM-000521,20230317,S-005,SRC-02,2,81.01,363.91,kWh,Energia Elétrica
EM-000522,20240729,S-003,SRC-02,1,76.45,312.08,kWh,Combustão Direta
EM-000523,20240825,S-004,SRC-01,1,101.39,333.09,kWh,Combustão Direta
EM-000524,20230630,S-003,SRC-03,1,46.25,376.9,kWh,Combustão Direta
EM-000525,20240426,S-001,SRC-03,1,76.23,325.88,kWh,Combustão Direta
EM-000526,20230127,S-002,SRC-03,1,189.3,495.04,kWh,Combustão Direta
EM-000527,20240406,S-001,SRC-03,2,100.68,77.72,kWh,Energia Elétrica
EM-000528,20231018,S-005,SRC-03,1,30.5,489.64,kWh,Combustão Direta
EM-000529,20241228,S-004,SRC-04,1,45.01,255.1,kWh,Combustão Direta
EM-000530,20230608,S-001,SRC-04,2,33.01,216.22,kWh,Energia Elétrica
EM-000531,20240816,S-004,SRC-04,2,232.44,201.39,kWh,Energia Elétrica
EM-000532,20240715,S-002,SRC-02,3,18.67,141.14,kWh,Cadeia de Valor / Transporte
EM-000533,20241113,S-001,SRC-01,3,115.38,333.67,kWh,Cadeia de Valor / Transporte
EM-000534,20231220,S-003,SRC-01,2,85.69,81.88,kWh,Energia Elétrica
EM-000535,20240924,S-003,SRC-02,1,86.05,347.99,kWh,Combustão Direta
EM-000536,20230127,S-005,SRC-01,2,92.38,407.78,kWh,Energia Elétrica
EM-000537,20230718,S-003,SRC-01,3,112.0,293.44,kWh,Cadeia de Valor / Transporte
EM-000538,20241217,S-001,SRC-04,1,93.83,403.73,kWh,Combustão Direta
EM-000539,20230111,S-004,SRC-01,1,37.49,487.19,kWh,Combustão Direta
EM-000540,20230828,S-002,SRC-03,1,179.85,395.91,kWh,Combustão Direta
EM-000541,20240116,S-002,SRC-01,1,252.26,218.79,kWh,Combustão Direta
EM-000542,20240703,S-001,SRC-01,2,46.38,317.85,kWh,Energia Elétrica
EM-000543,20231013,S-005,SRC-04,3,106.17,32.17,kWh,Cadeia de Valor / Transporte
EM-000544,20231121,S-002,SRC-04,1,110.33,472.21,kWh,Combustão Direta
EM-000545,20241024,S-002,SRC-02,1,145.49,118.82,kWh,Combustão Direta
EM-000546,20240904,S-001,SRC-01,1,46.23,472.57,kWh,Combustão Direta
EM-000547,20240905,S-003,SRC-01,1,19.3,252.53,kWh,Combustão Direta
EM-000548,20231011,S-001,SRC-01,1,79.35,450.49,kWh,Combustão Direta
EM-000549,20230114,S-004,SRC-01,1,50.8,11.15,kWh,Combustão Direta
EM-000550,20240804,S-002,SRC-04,3,253.7,133.17,kWh,Cadeia de Valor / Transporte
EM-000551,20230525,S-005,SRC-04,1,51.43,413.8,kWh,Combustão Direta
EM-000552,20231213,S-003,SRC-03,2,24.86,216.59,kWh,Energia Elétrica
EM-000553,20240330,S-003,SRC-02,3,142.29,47.39,kWh,Cadeia de Valor / Transporte
EM-000554,20240211,S-002,SRC-02,1,303.6,57.18,kWh,Combustão Direta
EM-000555,20231213,S-002,SRC-02,2,93.81,277.64,kWh,Energia Elétrica
EM-000556,20231030,S-001,SRC-02,1,116.41,362.67,kWh,Combustão Direta
EM-000557,20240704,S-004,SRC-03,3,273.03,257.75,kWh,Cadeia de Valor / Transporte
EM-000558,20231029,S-001,SRC-03,1,42.04,375.03,kWh,Combustão Direta
EM-000559,20240818,S-005,SRC-04,2,320.55,384.3,kWh,Energia Elétrica
EM-000560,20230426,S-002,SRC-01,1,126.02,10.79,kWh,Combustão Direta
EM-000561,20241221,S-003,SRC-03,1,65.09,430.38,kWh,Combustão Direta
EM-000562,20240428,S-005,SRC-03,3,68.0,418.42,kWh,Cadeia de Valor / Transporte
EM-000563,20230513,S-004,SRC-02,2,35.13,258.11,kWh,Energia Elétrica
EM-000564,20230928,S-001,SRC-03,1,82.85,154.66,kWh,Combustão Direta
EM-000565,20230318,S-005,SRC-04,1,43.18,82.65,kWh,Combustão Direta
EM-000566,20230419,S-003,SRC-04,2,178.38,83.27,kWh,Energia Elétrica
EM-000567,20230713,S-001,SRC-02,1,44.37,357.8,kWh,Combustão Direta
EM-000568,20230314,S-004,SRC-04,1,36.47,77.73,kWh,Combustão Direta
EM-000569,20240912,S-004,SRC-02,2,210.35,484.38,kWh,Energia Elétrica
EM-000570,20230718,S-004,SRC-04,1,154.57,159.91,kWh,Combustão Direta
EM-000571,20240128,S-001,SRC-04,1,162.34,370.97,kWh,Combustão Direta
EM-000572,20240504,S-002,SRC-03,1,90.01,470.53,kWh,Combustão Direta
EM-000573,20240512,S-005,SRC-03,3,60.26,276.88,kWh,Cadeia de Valor / Transporte
EM-000574,20230216,S-003,SRC-03,3,36.31,294.32,kWh,Cadeia de Valor / Transporte
EM-000575,20230613,S-003,SRC-04,2,91.61,255.26,kWh,Energia Elétrica
EM-000576,20241115,S-003,SRC-03,3,69.95,46.66,kWh,Cadeia de Valor / Transporte
EM-000577,20241009,S-002,SRC-04,2,52.66,455.44,kWh,Energia Elétrica
EM-000578,20240520,S-001,SRC-01,1,172.88,38.21,kWh,Combustão Direta
EM-000579,20240723,S-003,SRC-03,1,27.63,94.0,kWh,Combustão Direta
EM-000580,20230712,S-003,SRC-01,1,252.24,42.53,kWh,Combustão Direta
EM-000581,20240920,S-002,SRC-01,3,321.72,457.9,kWh,Cadeia de Valor / Transporte
EM-000582,20240813,S-002,SRC-02,1,66.77,199.49,kWh,Combustão Direta
EM-000583,20231116,S-003,SRC-01,3,105.92,459.2,kWh,Cadeia de Valor / Transporte
EM-000584,20230802,S-002,SRC-02,2,58.54,362.62,kWh,Energia Elétrica
EM-000585,20240321,S-005,SRC-04,1,239.48,431.28,kWh,Combustão Direta
EM-000586,20230831,S-002,SRC-02,1,87.09,294.34,kWh,Combustão Direta
EM-000587,20240504,S-005,SRC-01,1,29.73,208.03,kWh,Combustão Direta
EM-000588,20241016,S-003,SRC-02,1,282.51,17.34,kWh,Combustão Direta
EM-000589,20240222,S-005,SRC-02,1,205.11,365.94,kWh,Combustão Direta
EM-000590,20230629,S-005,SRC-03,1,156.19,487.05,kWh,Combustão Direta
EM-000591,20230217,S-003,SRC-01,2,84.57,20.52,kWh,Energia Elétrica
EM-000592,20240208,S-003,SRC-04,1,53.95,51.75,kWh,Combustão Direta
EM-000593,20230619,S-004,SRC-01,2,54.26,223.73,kWh,Energia Elétrica
EM-000594,20231218,S-002,SRC-02,2,193.66,400.71,kWh,Energia Elétrica
EM-000595,20240518,S-003,SRC-03,3,95.01,255.83,kWh,Cadeia de Valor / Transporte
EM-000596,20240216,S-002,SRC-04,3,57.57,100.29,kWh,Cadeia de Valor / Transporte
EM-000597,20230424,S-005,SRC-03,1,151.15,284.16,kWh,Combustão Direta
EM-000598,20230110,S-005,SRC-01,3,208.49,131.89,kWh,Cadeia de Valor / Transporte
EM-000599,20240202,S-003,SRC-03,2,15.52,48.17,kWh,Energia Elétrica
EM-000600,20231102,S-004,SRC-02,1,153.22,115.5,kWh,Combustão Direta
EM-000601,20240602,S-005,SRC-01,2,35.99,461.79,kWh,Energia Elétrica
EM-000602,20240821,S-003,SRC-02,2,11.61,256.91,kWh,Energia Elétrica
EM-000603,20240612,S-002,SRC-02,3,83.74,383.24,kWh,Cadeia de Valor / Transporte
EM-000604,20230830,S-003,SRC-03,1,32.87,374.38,kWh,Combustão Direta
EM-000605,20230521,S-001,SRC-04,1,139.78,38.87,kWh,Combustão Direta
EM-000606,20240811,S-005,SRC-03,3,90.16,267.09,kWh,Cadeia de Valor / Transporte
EM-000607,20231214,S-001,SRC-02,3,67.27,29.16,kWh,Cadeia de Valor / Transporte
EM-000608,20240707,S-003,SRC-01,3,70.54,53.27,kWh,Cadeia de Valor / Transporte
EM-000609,20230502,S-002,SRC-04,1,66.05,135.77,kWh,Combustão Direta
EM-000610,20240203,S-002,SRC-04,2,72.33,176.37,kWh,Energia Elétrica
EM-000611,20230302,S-002,SRC-02,2,128.12,396.15,kWh,Energia Elétrica
EM-000612,20240318,S-004,SRC-02,1,186.57,190.97,kWh,Combustão Direta
EM-000613,20230618,S-005,SRC-01,3,160.68,10.55,kWh,Cadeia de Valor / Transporte
EM-000614,20241230,S-002,SRC-02,1,10.8,245.65,kWh,Combustão Direta
EM-000615,20240710,S-003,SRC-02,2,81.44,198.26,kWh,Energia Elétrica
EM-000616,20240312,S-004,SRC-03,1,199.08,303.22,kWh,Combustão Direta
EM-000617,20231009,S-002,SRC-01,2,58.26,200.19,kWh,Energia Elétrica
EM-000618,20230514,S-004,SRC-02,2,108.23,336.66,kWh,Energia Elétrica
EM-000619,20230205,S-001,SRC-03,2,84.41,78.87,kWh,Energia Elétrica
EM-000620,20231023,S-003,SRC-01,2,48.28,403.98,kWh,Energia Elétrica
EM-000621,20230114,S-003,SRC-02,1,65.89,112.82,kWh,Combustão Direta
EM-000622,20231230,S-004,SRC-04,2,117.95,252.13,kWh,Energia Elétrica
EM-000623,20230725,S-003,SRC-04,3,80.9,450.38,kWh,Cadeia de Valor / Transporte
